CC(C)I.CNCc1ccccc1.O=CC1CCC1|8>>CC(C)C(C1CCC1)N(C)Cc1ccccc1
C=CB1OC(C)(C)C(C)(C)O1.CC(C)(C)Br.N#Cc1cc(Br)ccc1F|36>>CC(C)(C)CC(B1OC(C)(C)C(C)(C)O1)c1ccc(F)c(C#N)c1
C=C(O[Si](C(C)C)(C(C)C)C(C)C)c1cc2ccccc2s1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I.N=C(N)c1ccc(Br)cc1|0>>FC(F)(F)C(F)(F)C(F)(F)c1cc(-c2cc3ccccc3s2)nc(-c2ccc(Br)cc2)n1
C=Cc1ccc(C(C)(C)C)cc1.N#Cc1nccc2ccccc12|16>>C=C(c1ccc(C(C)(C)C)cc1)c1nccc2ccccc12
C=CCOc1ccccc1[N+]#N.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.Sc1ccccc1|0>>O=S(=O)(CC1COc2ccccc21)Sc1ccccc1
C=Cc1ccc(C(C)(C)C)cc1.N#Cc1ccnc(F)c1|16>>C=C(c1ccc(C(C)(C)C)cc1)c1ccnc(F)c1
CC(C)O.F[B-](F)(F)F.N#[N+]c1ccc(Br)cc1.[C-]#[O+]|0>>CC(C)OC(=O)c1ccc(Br)cc1
C=C(C)c1ccc(C(=O)N(CC)CC)cc1.C[Si](C)(C)N=[N+]=[N-].O=O|21>>CCN(CC)C(=O)c1ccc(C(C)(O)CN=[N+]=[N-])cc1
C=Cc1ccc(C)cc1.CO.F[B-](F)(F)F.c1ccc([I+]c2ccccc2)cc1|30>>COC(Cc1ccccc1)c1ccc(C)cc1
C=Cc1ccc(OC)c(OC)c1.Cc1ccc(S)cc1.O=C=O|27>>COc1ccc(C(CC(=O)O)Sc2ccc(C)cc2)cc1OC
C=Cc1ccc(OC(C)=O)cc1.CN(C)C=O.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|1>>CC(=O)Oc1ccc(C(CC(F)(F)F)OC=O)cc1
C=Cc1ccccc1.COc1cccc(S)c1.O=C=O|27>>COc1cccc(SC(CC(=O)O)c2ccccc2)c1
C=CC(=O)OC(C)(C)C.CC(C)(C)[B-](F)(F)F.COc1cc(Br)ccn1.[K+]|28>>COc1cc([C@@H](CC(C)(C)C)C(=O)OC(C)(C)C)ccn1
C=CB1OC(C)(C)C(C)(C)O1.CC(C)(C)Br.COc1cc(F)cc(Br)c1|36>>COc1cc(F)cc(C(CC(C)(C)C)B2OC(C)(C)C(C)(C)O2)c1
Cc1ccc(S)cc1.F[B-](F)(F)F.N#[N+]c1ccc(C(F)(F)F)cc1.O=S(O[Na])OS(=O)O[Na]|0>>Cc1ccc(SS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1
C=Cc1ccc(OC)cc1.O.O=C([N-][n+]1ccccc1)C(F)(F)F|0>>COc1ccc(C(O)CNC(=O)C(F)(F)F)cc1
C=Cc1ccc(C(=O)O)cc1.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|0>>CC(=O)OC(CC(F)(F)F)c1ccc(C(=O)O)cc1
Cc1ccc(S)cc1.F[B-](F)(F)F.N#[N+]c1cccc([N+](=O)[O-])c1.O=S(O[Na])OS(=O)O[Na]|0>>Cc1ccc(SS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1
COC(=O)CC(C)=O.N#CCC#N.O=C1Nc2ccc(Cl)cc2C1=O|0>>COC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc(Cl)cc12
C#Cc1ccccc1.Cc1ccc(S(=O)O)cc1.Oc1ccc(Br)cc1|5>>Cc1ccc(S(=O)(=O)/C=C(\c2ccccc2)c2ccc(O)cc2)cc1
C=Cc1cccc(C)c1.Cc1ccc(S(=O)(=O)N[n+]2ccccc2)cc1.F.F[B-](F)(F)F|0>>Cc1ccc(S(=O)(=O)NCC(F)c2cccc(C)c2)cc1
C=Cc1cccc(-c2ccccc2)c1.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|0>>O=COC(CC(F)(F)F)c1cccc(-c2ccccc2)c1
C=Cc1ccc(Cl)cc1.C[Si](C)(C)C#N.O=C(ON1C(=O)c2ccccc2C1=O)C1CCCC1|41>>N#C[C@H](CC1CCCC1)c1ccc(Cl)cc1
COC(=O)CC(C)=O.N#CCC#N.O=C1Nc2c(F)cccc2C1=O|0>>COC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1c(F)cccc12
COC(=O)N(C)S(=O)(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1.Cc1ccc(CC(=O)c2nccn2-c2ccc(C)cc2C)cc1|0>>COC(=O)N(C)[C@@H](C(=O)c1nccn1-c1ccc(C)cc1C)c1ccc(C)cc1
C1CCOC1.CC(=O)c1cccc(Cl)c1.Nc1ccccc1|0>>Clc1cccc(C(Nc2ccccc2)C2CCCO2)c1
C=Cc1ccccc1Cl.F[B-](F)(F)F.N#C[Se-].N#[N+]c1ccc(Br)cc1.[NH4+]|0>>N#C[Se]C(Cc1ccc(Br)cc1)c1ccccc1Cl
C#Cc1ccc(CC)cc1.Nc1ccccn1.O=O.Sc1ccccc1|0>>CCc1ccc(C(=O)C(Nc2ccccn2)Sc2ccccc2)cc1
C1CCNCC1.CC(C)(C)OC(=O)n1ccc2cc(Br)ccc21.[C-]#[O+]|4>>CC(C)(C)OC(=O)n1ccc2cc(C(=O)N3CCCCC3)ccc21
C=Cc1ccccc1.C[Si](C)(C)C#N.O=C(ON1C(=O)c2ccccc2C1=O)C1CCCC1|41>>N#C[C@H](CC1CCCC1)c1ccccc1
C#CC1CCCCC1.Nc1ccccn1.O=O|3>>O=C(Nc1ccccn1)C1CCCCC1
BrC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3.OCC(F)(F)F.[C-]#[O+]|20>>O=C(OCC(F)(F)F)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3
C=Cc1ccccc1.CC#N.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>CC(=O)NC(CS(=O)(=O)c1ccc(C)cc1)c1ccccc1
C=CC(=O)OC(C)(C)C.FC(F)(F)c1cc(Br)ccn1.F[B-](F)(F)C1CCCCC1.[K+]|28>>CC(C)(C)OC(=O)[C@H](CC1CCCCC1)c1ccnc(C(F)(F)F)c1
CNc1ccccc1.COc1ccc(C=O)cc1.OB(O)C1CCCC1|2>>COc1ccc(C(C2CCCC2)N(C)c2ccccc2)cc1
C=C(CNCc1ccccc1)c1ccccc1Cl.CCOC(=O)C(F)(F)Br.O=C=O|0>>CCOC(=O)C(F)(F)CC1(c2ccccc2Cl)CN(Cc2ccccc2)C(=O)O1
C1CCNCC1.Clc1ccccc1.[C-]#[O+]|4>>O=C(c1ccccc1)N1CCCCC1
C=C(C)c1ccc(F)cc1C(=O)O.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>Cc1ccc(S(=O)(=O)CC2(C)OC(=O)c3cc(F)ccc32)cc1
C1CCOC1.COc1ccc(C(C)=O)cc1.Nc1ccc(Cl)c(F)c1|0>>COc1ccc(C(Nc2ccc(Cl)c(F)c2)C2CCCO2)cc1
C#Cc1ccc(OC)cc1.Cc1ccc(S(=O)(=O)O[IH2](N=S(C)(=O)c2ccccc2)c2ccccc2)cc1.O=O|0>>COc1ccc(C(=O)C(=O)N=S(C)(=O)c2ccccc2)cc1
C=Cc1ccc(C)cc1.CCOC(=O)C(F)(F)Br.Cn1ccc2ccccc21|0>>CCOC(=O)C(F)(F)CC(c1ccc(C)cc1)c1cn(C)c2ccccc12
C=Cc1ccc(Cl)cc1.Cn1c(=O)cnc2ccccc21.F[B-](F)(F)F.N#[N+]c1ccccc1.O=S(O[Na])OS(=O)O[Na]|1>>Cn1c(=O)c(C(CS(=O)(=O)c2ccccc2)c2ccc(Cl)cc2)nc2ccccc21
COC(=O)c1ccc(C=O)cc1.F[B-](F)(F)COCC1CCOCC1.Nc1ccccc1.[K+]|0>>COC(=O)c1ccc(C(COCC2CCOCC2)Nc2ccccc2)cc1
C1=Cc2ccccc2CC1.CO.FC(F)[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-]|0>>COC1c2ccccc2CCC1C(F)F
C=Cc1ccc(Cl)cc1.CN(C)C=O.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|1>>O=COC(CC(F)(F)F)c1ccc(Cl)cc1
C=CB1OC(C)(C)C(C)(C)O1.CCC(C)(C)Br.COC(=O)c1ccc(Br)cc1|36>>CCC(C)(C)CC(B1OC(C)(C)C(C)(C)O1)c1ccc(C(=O)OC)cc1
CC(C)I.COc1ccc(N)cc1.Cc1cccc(C=O)c1|10>>COc1ccc(NC(c2cccc(C)c2)C(C)C)cc1
COc1ccc(C=O)cc1.Cc1ccc(N)cc1.IC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3|10>>COc1ccc(C(Nc2ccc(C)cc2)C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)cc1
CCOC(=O)CC(C)=O.N#CCC#N.O=C1Nc2ccc(Br)cc2C1=O|0>>CCOC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc(Br)cc12
CC#Cc1ccc(N(C)C)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O|0>>CC(C(=O)c1ccc(N(C)C)cc1)C(F)(F)F
BrC1CCCCC1.Cl.[C-]#[O+]|20>>O=C(Cl)C1CCCCC1
CC(C)O.F[B-](F)(F)F.N#[N+]c1ccc([N+](=O)[O-])cc1.[C-]#[O+]|0>>CC(C)OC(=O)c1ccc([N+](=O)[O-])cc1
CC(C)I.CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.O=CCCc1ccccc1|8>>CC(C)C(CCc1ccccc1)N(C)CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
C=C(NC(C)=O)c1ccccc1.O=C(Cc1ccc2ccccc2c1)ON1C(=O)c2ccccc2C1=O.c1ccc2[nH]ccc2c1|29>>CC(=O)N[C@](CCc1ccc2ccccc2c1)(c1ccccc1)c1c[nH]c2ccccc12
C=C(CBr)C(=O)OCC.CC(C)[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|0>>C=C(CS(=O)(=O)C(C)C)C(=O)OCC
C=C(O[Si](C(C)C)(C(C)C)C(C)C)c1ccccc1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I.N=C(N)C1CC1|0>>FC(F)(F)C(F)(F)C(F)(F)c1cc(-c2ccccc2)nc(C2CC2)n1
Cc1ccc(S)cc1.F[B-](F)(F)F.N#[N+]c1ccccc1.O=S(O[Na])OS(=O)O[Na]|0>>Cc1ccc(SS(=O)(=O)c2ccccc2)cc1
C=Cc1ccc(C)cc1.CO.[N-]=[N+]=N[IH2]1OC(=O)c2ccccc21|0>>COC(CN=[N+]=[N-])c1ccc(C)cc1
CCOC(=O)C(Br)C(=O)OCC.CN1C(=O)C=CC1=O.COC(=O)/C=C\Nc1ccc(O)cc1|42>>CCOC(=O)C(C(=O)OCC)C(C(=O)OC)c1nc2ccc(O)cc2c2c1C(=O)N(C)C2=O
C=Cc1cccc(OC)c1.CCN(CC)CC.F.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1|0>>COc1cccc(C(F)CCCCC#N)c1
C=CCCC.C[Si](C)(C)N=[N+]=[N-].F[B-](F)(F)F.N#[N+]c1ccccc1[N+](=O)[O-]|0>>CCCC(CN=[N+]=[N-])/N=N/c1ccccc1[N+](=O)[O-]
C[Si](C)(C)OC(=C(F)F)c1ccc(Cl)cc1.F[B-](F)(F)F.N#[N+]c1ccc(Cl)cc1.O=S(O[Na])OS(=O)O[Na]|0>>O=C(c1ccc(Cl)cc1)C(F)(F)S(=O)(=O)c1ccc(Cl)cc1
CC(C)(C)OO.COC(=O)C#CC(=O)OC.Nc1ccccc1|0>>COC(=O)C(=O)Nc1ccccc1
O=C=O.O=S(O[Na])C(F)(F)F.[H]/C=C\c1ccc(B2OC(C)(C)C(C)(C)O2)cc1|0>>CC1(C)OB(c2ccc(C(CC(F)(F)F)C(=O)O)cc2)OC1(C)C
C#Cc1ccc(Cl)c(Cl)c1.CCOC(=O)C(Br)C(=O)OCC.COc1ccc(C#N)cc1.O|0>>CCOC(=O)C1(C(=O)OCC)C=C(c2ccc(Cl)c(Cl)c2)C(Nc2ccc(OC)cc2)O1
C/C=C\c1ccccc1.CS(C)=O.O=C1O[IH2](C(F)(F)F)c2ccccc21|0>>CC(C(=O)c1ccccc1)C(F)(F)F
Brc1cccc2ccccc12.C#Cc1ccccc1.Cc1ccc(S(=O)O)cc1|5>>Cc1ccc(S(=O)(=O)/C=C(\c2ccccc2)c2cccc3ccccc23)cc1
FB(F)C1CCCCC1.Nc1ccccc1.O=Cc1ccc2c(c1)OCCO2.[F-].[K+]|0>>c1ccc(NC(c2ccc3c(c2)OCCO3)C2CCCCC2)cc1
C#Cc1ccccc1C(F)(F)F.Cc1ccc(S(=O)(=O)N/N=C/c2cc(Br)ccc2O)cc1.O=O|3>>O=c1oc2ccc(Br)cc2cc1-c1ccccc1C(F)(F)F
C=C(O[Si](C)(C)C)c1ccc(C)cc1.C=CCC/C(=N/Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc(C)cc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|0>>Cc1ccc(C(=O)CS(=O)(=O)CC2CCC(c3ccc(C)cc3)=N2)cc1
C=Cc1ccccc1C(=O)O.CC#N.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>CC(=O)N1C(=O)c2ccccc2C1CS(=O)(=O)c1ccc(C)cc1
C#Cc1ccc(C(C)(C)C)cc1.CC1(OC(=O)C(=O)O[Cs])CCCCCC1.O=Cc1ccc(Br)cc1|7>>CC1(/C=C(\c2ccc(C=O)cc2)c2ccc(C(C)(C)C)cc2)CCCCCC1
Cc1ccc(S(=O)(=O)NN=Cc2cccc(Cl)c2)cc1.O=C=O.Sc1ccccc1|0>>O=C(O)C(Sc1ccccc1)c1cccc(Cl)c1
C=Cc1cccc(Br)c1.CC#N.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>CC(=O)NC(CS(=O)(=O)c1ccc(C)cc1)c1cccc(Br)c1
C1CCNCC1.COc1cccc(Br)c1.[C-]#[O+]|4>>COc1cccc(C(=O)N2CCCCC2)c1
BrC#Cc1ccccc1.CCC[B-](F)(F)F.O=S(O[Na])OS(=O)O[Na].[K+]|50>>CCCS(=O)(=O)C#Cc1ccccc1
C#Cc1ccc(Br)cc1.CCOC(=O)C(F)(F)Br.NN1CCOCC1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>CCOC(=O)C(F)(F)/C=C(\c1ccc(Br)cc1)S(=O)(=O)NN1CCOCC1
Nc1n[nH]c2ccccc12.O=CC#Cc1ccc(Cl)cc1.c1ccc([Se][Se]c2ccccc2)cc1|0>>Clc1ccc(-c2c([Se]c3ccccc3)cnc3c4ccccc4nn23)cc1
C=Cc1ccc2ccccc2c1.CCOC(=O)c1ccc(N)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>CCOC(=O)c1ccc(NC(CC(F)(F)F)c2ccc3ccccc3c2)cc1
CO.F[B-](F)(F)F.N#[N+]c1ccc(Br)cc1.[C-]#[O+]|0>>COC(=O)c1ccc(Br)cc1
C=C(C)CBr.CCC[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|0>>C=C(C)CS(=O)(=O)CCC
FC(F)(F)c1ccc(C=C2CC2)cc1.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1.O=S(O[K])OS(=O)O[K]|2>>N#CCCCS(=O)(=O)C1=Cc2ccc(C(F)(F)F)cc2CC1
CC(=O)n1c(C=O)cc2ccccc21.FB(F)C1CCCCC1.Nc1ccccc1.[F-].[K+]|0>>CC(=O)n1c(C(Nc2ccccc2)C2CCCCC2)cc2ccccc21
COc1ccc(CCC(=O)O)cc1OC.O=C(ON1CCOCC1)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|22>>COc1ccc(CCS(=O)(=O)N2CCOCC2)cc1OC
C#Cc1ccccc1C.Cc1ccc(S(=O)O)cc1.N#Cc1ccc(Br)cc1|5>>Cc1ccc(S(=O)(=O)/C=C(/c2ccc(C#N)cc2)c2ccccc2C)cc1
C#Cc1ccccc1.CC1(OC(=O)C(=O)O[Cs])CCCCC1.O=Cc1ccc(Br)cc1|7>>CC1(/C=C(/c2ccccc2)c2ccc(C=O)cc2)CCCCC1
CCCCCC(I)CCCCC.COc1ccc(N)cc1.Cc1cccc(C=O)c1|10>>CCCCCC(CCCCC)C(Nc1ccc(OC)cc1)c1cccc(C)c1
CC(C)(C)B(F)F.COC(=O)c1ccc(C=O)cc1.Nc1ccccc1.[F-].[K+]|0>>COC(=O)c1ccc(C(Nc2ccccc2)C(C)(C)C)cc1
COC(=O)N(CCc1ccccc1)S(=O)(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1.Cc1ccccc1-n1ccnc1C(=O)Cc1ccccc1|0>>COC(=O)N(CCc1ccccc1)[C@H](C(=O)c1nccn1-c1ccccc1C)c1ccccc1
C=Cc1ccc(OC(C)=O)cc1.CC#N.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O|0>>CC(=O)NC(CC(F)(F)F)c1ccc(OC(C)=O)cc1
Cc1ccc(C(=O)/C=C/c2ccccc2)cc1.IC1CCCCC1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|45>>Cc1ccc(C(=O)CC(c2ccccc2)S(=O)(=O)C2CCCCC2)cc1
CCCCCC#C[IH2]1C(=O)Oc2ccccc21.O=C(O)C1COc2ccccc2O1|4>>CCCCCC#CC1COc2ccccc2O1
C/C=C/c1ccccc1.C[Si](C)(C)N=[N+]=[N-].FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>CC(C(N=[N+]=[N-])c1ccccc1)C(F)(F)F
Cc1ccc(S(=O)(=O)NN=C(Cc2ccccc2)c2ccccc2)cc1.O=S(O[Na])C(F)(F)F|0>>FC(F)=C(Cc1ccccc1)c1ccccc1
C#Cc1cccc(Br)c1.Cc1ccc(S(=O)(=O)O[IH2](N=S(C)(=O)c2ccccc2)c2ccccc2)cc1.O=O|0>>CS(=O)(=NC(=O)C(=O)c1cccc(Br)c1)c1ccccc1
Cc1ccc(S)cc1.F[B-](F)(F)F.N#[N+]c1cccc(Cl)c1.O=S(O[Na])OS(=O)O[Na]|0>>Cc1ccc(SS(=O)(=O)c2cccc(Cl)c2)cc1
C=C(C)c1ccccc1.Cc1ccc(S(=O)O[Na])cc1.N#Cc1ccc2ccccc2n1|0>>Cc1ccc(S(=O)(=O)CC(C)(c2ccccc2)c2ccc3ccccc3n2)cc1
C#Cc1cccc(C)c1.CC(C)(C)OC(=O)N1CCCC1C(=O)O|7>>Cc1cccc(/C=C\C2CCCN2C(=O)OC(C)(C)C)c1
CO.F[B-](F)(F)F.N#[N+]c1ccc(Oc2ccccc2)cc1.[C-]#[O+]|0>>COC(=O)c1ccc(Oc2ccccc2)cc1
CC#Cc1ccc(CO)cc1.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O|0>>CC(C(=O)c1ccc(CO)cc1)C(F)(F)F
C#Cc1ccccc1N(Cc1ccccc1)C(C)=O.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S=O|0>>CC(=O)N1Cc2ccccc2/C(=C/S(=O)(=O)c2ccc(C)cc2)c2ccccc21
C=C(C)CCc1ccccc1.C[Si](C)(C)N=[N+]=[N-].O=O|21>>CC(O)(CCc1ccccc1)CN=[N+]=[N-]
Clc1ccc(C#CBr)cc1.F[B-](F)(F)C1CCCC1.O=S(O[Na])OS(=O)O[Na].[K+]|50>>O=S(=O)(C#Cc1ccc(Cl)cc1)C1CCCC1
C=Cc1ccc(C(C)(C)C)cc1.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.[2H]O[2H]|0>>CC(C)(C)c1ccc(C(CC(F)(F)F)OC=O)cc1
C=CCCCCCCCC.CCOC(=O)C(F)(F)Br.CCOC(=O)c1ccc(C#CS(=O)(=O)C(F)(F)F)cc1|0>>CCCCCCCC[C@H](C#Cc1ccc(C(=O)OCC)cc1)CC(F)(F)C(=O)OCC
C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)ON=C1CCC1.O=C(O)c1ccc(Br)cc1|9>>N#CCCCC[C@H](/C=C/c1ccccc1)OC(=O)c1ccc(Br)cc1
C#Cc1ccccc1N(Cc1ccccc1)C(=O)C(F)(F)F.COC(=O)c1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S=O|0>>COC(=O)c1ccc(S(=O)(=O)/C=C2/c3ccccc3CN(C(=O)C(F)(F)F)c3ccccc32)cc1
C=Cc1ccc2ccccc2c1.CC[N+](CC)=C(C)/N=S(/c1ccccc1)C(F)(F)Br.CO.O=S(=O)([O-])C(F)(F)F|0>>COC(CC(F)(F)Br)c1ccc2ccccc2c1
C#Cc1ccccc1.Cc1ccc(C(=O)O)cc1.O=S(O[Na])c1ccc(Br)cc1|15>>Cc1ccc(C(=O)O/C(=C\S(=O)(=O)c2ccc(Br)cc2)c2ccccc2)cc1
NN1CCOCC1.O=C(N1CCOCC1)C(F)(F)Br.O=Cc1ccc(Cl)cc1|0>>O=C(N1CCOCC1)C(F)(F)/C(=N/N1CCOCC1)c1ccc(Cl)cc1
C#Cc1ccccc1N(Cc1ccccc1)C(=O)C(F)(F)F.CSc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S=O|0>>CSc1ccc(S(=O)(=O)/C=C2/c3ccccc3CN(C(=O)C(F)(F)F)c3ccccc32)cc1
C=C(CS(=O)(=O)c1ccccc1)C(=O)OCC.COc1ccc(N)cc1.O=Cc1cc2ccccc2[nH]1|40>>C=C(CC(Nc1ccc(OC)cc1)c1cc2ccccc2[nH]1)C(=O)OCC
C=C(CNCc1ccccc1)c1ccccc1Br.CCOC(=O)C(F)(F)Br.O=C=O|0>>CCOC(=O)C(F)(F)CC1(c2ccccc2Br)CN(Cc2ccccc2)C(=O)O1
C#Cc1ccccc1.CN1C(=O)c2ccc(Br)cc2C1=O.Cc1ccc(S(=O)O)cc1|5>>Cc1ccc(S(=O)(=O)/C=C(\c2ccccc2)c2ccc3c(c2)C(=O)N(C)C3=O)cc1
C=Cc1ccccc1.CC(C)C#N.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F.O|0>>CC(C)C(=O)NC(CC(F)(F)F)c1ccccc1
C=Cc1ccccc1.Cc1ccc(S(=O)(=O)N=S(=O)(c2ccccc2)C(F)F)cc1.O|0>>OC(CC(F)F)c1ccccc1
C=Cc1ccc(F)cc1.C[Si](C)(C)N=[N+]=[N-].O=O|21>>[N-]=[N+]=NCC(O)c1ccc(F)cc1
C=Cc1ccccc1.CO.FB(F)F.Ic1cccc([I+]c2cccc(I)c2)c1.[F-]|30>>COC(Cc1cccc(I)c1)c1ccccc1
C=C(C)c1ccccc1.Cc1ccc(S(=O)O[Na])cc1.N#Cc1ccccn1|0>>Cc1ccc(S(=O)(=O)CC(C)(c2ccccc2)c2ccccn2)cc1
C=Cc1ccc2ccccc2c1.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1.OB(O)c1ccc2ccccc2c1|18>>N#CCCCCC(c1ccc2ccccc2c1)c1ccc2ccccc2c1
C=CC=C.CC(C)=CCOc1ccc(Cl)cc1Br.Cc1ccc(S(=O)O[Na])cc1|0>>Cc1ccc(S(=O)(=O)C/C=C/CC(C)(C)C2COc3ccc(Cl)cc32)cc1
CO.F[B-](F)(F)F.N#[N+]c1ccc(Br)cc1.[C-]#[O+]|0>>COC(=O)c1ccc(Br)cc1
C#Cc1ccc2ccccc2c1.C=Cc1ccc(OC)cc1.COc1ccc(C(=O)ON=C2CCC2)cc1|6>>COc1ccc(C(C#Cc2ccc3ccccc3c2)CCCCC#N)cc1
Brc1ccoc1.C1CCCCC1.C=CC(=O)OC|13>>COC(=O)C(CC1CCCCC1)c1ccoc1
C=C(c1ccccc1)c1ccccc1C(=O)O.Cc1ccc([N+]#N)cc1.F[B-](F)(F)F.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|1>>Cc1ccc(S(=O)(=O)CC2(c3ccccc3)OC(=O)c3ccccc32)cc1
CCCCCCI.O=C(/C=C/c1ccccc1)c1ccccc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|45>>CCCCCCS(=O)(=O)C(CC(=O)c1ccccc1)c1ccccc1
C=C(C(=O)OC)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C.Nc1ccc(F)cc1.O=Cc1ccc(C(F)(F)F)cc1|31>>COC(=O)[C@H](C[C@H](Nc1ccc(F)cc1)c1ccc(C(F)(F)F)cc1)N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C
C=CC=C.CC(=O)Nc1ccc(O)cc1.CC(C)=CCOc1ccccc1Br|0>>CC(=O)Nc1ccc(OC/C=C/CC(C)(C)C2COc3ccccc32)cc1
C=CCC(NC(=O)OC(C)(C)C)C(=O)Nc1ccc(Cl)cc1.O=S(=O)(c1ccccc1)N(F)S(=O)(=O)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|1>>CC(C)(C)OC(=O)NC1CC(CS(=O)(=O)F)N(c2ccc(Cl)cc2)C1=O
C#Cc1ccccc1.F[B-](F)(F)F.N#[N+]c1ccc(Br)cc1.O=O.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>O=C(CS(=O)(=O)c1ccc(Br)cc1)c1ccccc1
C=C(CBr)C(=O)OCC.F[B-](F)(F)C1CCCC1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|0>>C=C(CS(=O)(=O)C1CCCC1)C(=O)OCC
C=C(O[Si](C(C)C)(C(C)C)C(C)C)c1cccc(OC)c1.FC1(F)CCC([n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)CC1.F[B-](F)(F)F.O=S(O[K])OS(=O)O[K]|0>>COc1cccc(C(=O)CS(=O)(=O)C2CCC(F)(F)CC2)c1
C#Cc1ccc(CCC)cc1.NCCc1c[nH]c2ccccc12.O=O|11>>CCCc1ccc(C(=O)C2=NCCc3c2[nH]c2ccccc32)cc1
C#Cc1ccc(C(C)(C)C)cc1.CC1(OC(=O)C(=O)O[Cs])CCOCC1.O=Cc1ccc(Br)cc1|7>>CC1(/C=C(\c2ccc(C=O)cc2)c2ccc(C(C)(C)C)cc2)CCOCC1
C=Cc1ccc(Br)cc1.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|0>>O=COC(CC(F)(F)F)c1ccc(Br)cc1
C=Cc1ccc(C(C)C)cc1.Cc1ccc(S(=O)(=O)N[n+]2ccccc2)cc1.F.F[B-](F)(F)F|0>>Cc1ccc(S(=O)(=O)NCC(F)c2ccc(C(C)C)cc2)cc1
